vm-aniello-storm-04,4788,4846,1868559495,42
vm-aniello-storm-01,4239,4412,1828017609,43
vm-aniello-storm-02,4218,4349,2169021321,49
vm-aniello-storm-03,4426,4569,2229658248,49
vm-aniello-storm-04,4738,4678,1910184476,43
vm-aniello-storm-01,4446,4587,1960340288,44
vm-aniello-storm-02,4615,4516,2303558256,51
vm-aniello-storm-03,4671,4597,2359172787,51
vm-aniello-storm-04,4693,4750,2024088098,45
vm-aniello-storm-01,3853,3725,1907123844,45
vm-aniello-storm-02,3649,3582,2260584153,50
vm-aniello-storm-03,4137,3626,2324690438,51
vm-aniello-storm-04,3386,3608,1959809806,46
vm-aniello-storm-01,4911,4793,1948355538,48
vm-aniello-storm-02,4600,4708,2280053481,53
vm-aniello-storm-03,4881,4840,2327009411,54
vm-aniello-storm-04,4998,5072,2019145394,49
vm-aniello-storm-01,4570,4585,1981238595,46
vm-aniello-storm-02,4354,4477,2308862323,52
vm-aniello-storm-03,4665,4681,2373173772,53
vm-aniello-storm-04,4951,4855,2068648284,47
vm-aniello-storm-01,4629,4673,2091960414,50
vm-aniello-storm-02,4565,4643,2442277355,54
vm-aniello-storm-03,4706,4688,2522193907,57
vm-aniello-storm-04,4745,4786,2143196281,50
vm-aniello-storm-01,4386,3878,1988590750,48
vm-aniello-storm-02,3885,3966,2343326770,54
vm-aniello-storm-03,3764,4243,2407466984,54
vm-aniello-storm-04,4193,4644,2056808039,49
vm-aniello-storm-01,5036,4891,2043220717,50
vm-aniello-storm-02,4678,4718,2394403797,56
vm-aniello-storm-03,4869,4862,2466448652,57
vm-aniello-storm-04,4956,5058,2095577556,50
vm-aniello-storm-01,4915,4792,2150112712,53
vm-aniello-storm-02,4724,4785,2499435667,59
vm-aniello-storm-03,4960,4959,2560470114,60
vm-aniello-storm-04,5012,5029,2198022921,52
vm-aniello-storm-01,4845,4652,2208666975,52
vm-aniello-storm-02,4618,4682,2570052677,59
vm-aniello-storm-03,4530,4759,2647075896,60
vm-aniello-storm-04,4974,4886,2228323751,52
vm-aniello-storm-01,3910,4246,2088622996,55
vm-aniello-storm-02,4266,4326,2475187041,62
vm-aniello-storm-03,3711,4583,2522547497,63
vm-aniello-storm-04,5060,4846,2172453472,55
vm-aniello-storm-01,4961,4961,2213981612,54
vm-aniello-storm-02,4718,4761,2516710331,61
vm-aniello-storm-03,4868,4897,2575700380,62
vm-aniello-storm-04,5173,5099,2237060955,54
vm-aniello-storm-01,4995,4989,2352567442,58
vm-aniello-storm-02,4806,4909,2656213080,65
vm-aniello-storm-03,5189,5099,2769842525,66
vm-aniello-storm-04,5163,5148,2419663898,58
vm-aniello-storm-01,4854,4844,2358046324,57
vm-aniello-storm-02,4757,4809,2733395449,62
vm-aniello-storm-03,5014,4912,2760114611,64
vm-aniello-storm-04,5038,5044,2393169426,56
vm-aniello-storm-01,4923,4870,2270294286,58
vm-aniello-storm-02,4965,4997,2662690698,65
vm-aniello-storm-03,5069,5131,2696056719,66
vm-aniello-storm-04,5504,5380,2324204492,58
vm-aniello-storm-01,5118,5066,2331070180,61
vm-aniello-storm-02,4830,4906,2701600600,68
vm-aniello-storm-03,5126,5067,2770567086,71
vm-aniello-storm-04,5169,5163,2370890816,58
vm-aniello-storm-01,5258,5260,2450908218,60
vm-aniello-storm-02,5236,5122,2845443655,67
vm-aniello-storm-03,5241,5294,2925234356,69
vm-aniello-storm-04,5204,5349,2524891652,60
vm-aniello-storm-01,4803,4587,2480401815,64
vm-aniello-storm-02,4624,4472,2833333326,71
vm-aniello-storm-03,5001,4404,2936577648,74
vm-aniello-storm-04,4455,4471,2420103796,64
